[process_supervisor] log file: /home/kale/QHRR_control/log/20260527_140255/task_controller.log
[task_controller] policy_output_rate_hz=49.86 published=19701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=19751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=19801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=19851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=19901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=19951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=20051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=20101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=20351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=20451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=20501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=20601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=20751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=20901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=20951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.77 published=21051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=21701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=21751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=21901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=21951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=22151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.81 published=22201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=22401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=22851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=22951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.81 published=23151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=23851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=23951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=24901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=24951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=25751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=25851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=25951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=26601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=26851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=26901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=26951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=27051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=27151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=27251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=27301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=27451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=27551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=27851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=27901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=27951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.87 published=28001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=28051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=28151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=28201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=28351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=28601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=28951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=29001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=29051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=29301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=29401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=29501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=29901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=29951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=30401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.81 published=30701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.89 published=30751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=30901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=30951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=31201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=31551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=31801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=31901 target_hz=50.00
[task_controller] signal 15, shutting down
